Id,target_chr,target_start,target_end,grna_target_chr,grna_target_start,grna_target_end,cleavage_freq,location
1900,23,26910563,26910585,20,31349756,31349778,0.001361,26910574
1901,21,36453417,36453439,20,31349756,31349778,0.001361,36453428
1902,5,139073474,139073496,20,31349756,31349778,0.001343,139073485
1903,18,56081006,56081028,20,31349756,31349778,0.001325,56081017
1904,3,159908690,159908712,20,31349756,31349778,0.001325,159908701
1905,12,101718333,101718355,20,31349756,31349778,0.001306,101718344
1906,14,76102817,76102839,20,31349756,31349778,0.001306,76102828
1907,4,53106266,53106288,20,31349756,31349778,0.001288,53106277
1908,23,123096961,123096983,20,31349756,31349778,0.001288,123096972
1909,23,139828119,139828141,20,31349756,31349778,0.00127,139828130
1910,22,44778678,44778700,20,31349756,31349778,0.001252,44778689
1911,6,157547853,157547875,20,31349756,31349778,0.001252,157547864
1912,16,2764536,2764558,20,31349756,31349778,0.001252,2764547
1913,3,75094007,75094029,20,31349756,31349778,0.001252,75094018
1914,11,74648238,74648260,20,31349756,31349778,0.001234,74648249
1915,15,101714907,101714929,20,31349756,31349778,0.001234,101714918
1916,6,79943238,79943260,20,31349756,31349778,0.001234,79943249
1917,8,144781295,144781317,20,31349756,31349778,0.001234,144781306
1918,7,1504044,1504066,20,31349756,31349778,0.001234,1504055
1919,7,157443376,157443398,20,31349756,31349778,0.001234,157443387
1920,21,32630651,32630673,20,31349756,31349778,0.001234,32630662
1921,1,1956135,1956157,20,31349756,31349778,0.001216,1956146
1922,1,156707243,156707265,20,31349756,31349778,0.001216,156707254
1923,19,5713000,5713022,20,31349756,31349778,0.001216,5713011
1924,2,241939614,241939636,20,31349756,31349778,0.001216,241939625
1925,11,10965430,10965452,20,31349756,31349778,0.001198,10965441
1926,18,22596315,22596337,20,31349756,31349778,0.001198,22596326
1927,3,53375989,53376011,20,31349756,31349778,0.001198,53376000
1928,14,105865009,105865031,20,31349756,31349778,0.001179,105865020
1929,5,15594660,15594682,20,31349756,31349778,0.001179,15594671
1930,1,228559239,228559261,20,31349756,31349778,0.001161,228559250
1931,2,3610371,3610393,20,31349756,31349778,0.001161,3610382
1932,17,64544860,64544882,20,31349756,31349778,0.001143,64544871
1933,10,118414656,118414678,20,31349756,31349778,0.001125,118414667
1934,2,7228711,7228733,20,31349756,31349778,0.001125,7228722
1935,2,201992359,201992381,20,31349756,31349778,0.001125,201992370
1936,20,19620222,19620244,20,31349756,31349778,0.001125,19620233
1937,8,55331488,55331510,20,31349756,31349778,0.001125,55331499
1938,9,826580,826602,20,31349756,31349778,0.001125,826591
1939,9,133341765,133341787,20,31349756,31349778,0.001125,133341776
1940,7,55344169,55344191,20,31349756,31349778,0.001125,55344180
1941,14,100997953,100997975,20,31349756,31349778,0.001107,100997964
1942,4,7686548,7686570,20,31349756,31349778,0.001107,7686559
1943,10,8776711,8776733,20,31349756,31349778,0.001071,8776722
1944,11,73041967,73041989,20,31349756,31349778,0.001071,73041978
1945,17,2905213,2905235,20,31349756,31349778,0.001071,2905224
1946,20,50436433,50436455,20,31349756,31349778,0.001071,50436444
1947,20,57918235,57918257,20,31349756,31349778,0.001071,57918246
1948,16,49777690,49777712,20,31349756,31349778,0.001071,49777701
1949,11,128484393,128484415,20,31349756,31349778,0.001052,128484404
1950,12,65320331,65320353,20,31349756,31349778,0.001052,65320342
1951,5,11340317,11340339,20,31349756,31349778,0.001034,11340328
1952,10,72277943,72277965,20,31349756,31349778,0.000998,72277954
1953,11,3159698,3159720,20,31349756,31349778,0.000998,3159709
1954,19,33167565,33167587,20,31349756,31349778,0.000998,33167576
1955,19,51003491,51003513,20,31349756,31349778,0.000998,51003502
1956,22,46989364,46989386,20,31349756,31349778,0.000998,46989375
1957,1,154327144,154327166,20,31349756,31349778,0.00098,154327155
1958,12,131707448,131707470,20,31349756,31349778,0.00098,131707459
1959,14,99865525,99865547,20,31349756,31349778,0.00098,99865536
1960,4,74861959,74861981,20,31349756,31349778,0.00098,74861970
1961,11,3132381,3132403,20,31349756,31349778,0.000962,3132392
1962,14,100674453,100674475,20,31349756,31349778,0.000962,100674464
1963,1,6510802,6510824,20,31349756,31349778,0.000944,6510813
1964,1,17256349,17256371,20,31349756,31349778,0.000944,17256360
1965,2,95995796,95995818,20,31349756,31349778,0.000944,95995807
1966,4,527389,527411,20,31349756,31349778,0.000925,527400
1967,5,60465848,60465870,20,31349756,31349778,0.000925,60465859
1968,17,38478442,38478464,20,31349756,31349778,0.000907,38478453
1969,17,55203792,55203814,20,31349756,31349778,0.000907,55203803
1970,2,61634960,61634982,20,31349756,31349778,0.000907,61634971
1971,2,149402487,149402509,20,31349756,31349778,0.000907,149402498
1972,9,19933028,19933050,20,31349756,31349778,0.000907,19933039
1973,1,908974,908996,20,31349756,31349778,0.000889,908985
1974,10,15141142,15141164,20,31349756,31349778,0.000889,15141153
1975,14,24863246,24863268,20,31349756,31349778,0.000889,24863257
1976,11,2812919,2812941,20,31349756,31349778,0.000871,2812930
1977,12,90804701,90804723,20,31349756,31349778,0.000871,90804712
1978,2,100938270,100938292,20,31349756,31349778,0.000871,100938281
1979,20,11444479,11444501,20,31349756,31349778,0.000871,11444490
1980,3,134990261,134990283,20,31349756,31349778,0.000871,134990272
1981,7,29233950,29233972,20,31349756,31349778,0.000853,29233961
1982,7,95064064,95064086,20,31349756,31349778,0.000853,95064075
1983,6,5804841,5804863,20,31349756,31349778,0.000835,5804852
1984,9,94451541,94451563,20,31349756,31349778,0.000835,94451552
1985,7,157889924,157889946,20,31349756,31349778,0.000835,157889935
1986,15,41532271,41532293,20,31349756,31349778,0.000817,41532282
1987,2,26867275,26867297,20,31349756,31349778,0.000817,26867286
1988,12,14856298,14856320,20,31349756,31349778,0.000798,14856309
1989,5,176037580,176037602,20,31349756,31349778,0.000798,176037591
1990,12,2822412,2822434,20,31349756,31349778,0.00078,2822423
1991,20,3145387,3145409,20,31349756,31349778,0.00078,3145398
1992,4,1398938,1398960,20,31349756,31349778,0.00078,1398949
1993,12,8034282,8034304,20,31349756,31349778,0.000762,8034293
1994,14,23951815,23951837,20,31349756,31349778,0.000762,23951826
1995,2,242591374,242591396,20,31349756,31349778,0.000762,242591385
1996,4,19769408,19769430,20,31349756,31349778,0.000762,19769419
1997,14,44074878,44074900,20,31349756,31349778,0.000744,44074889
1998,20,62673352,62673374,20,31349756,31349778,0.000744,62673363
1999,8,11551240,11551262,20,31349756,31349778,0.000744,11551251
2000,12,27544267,27544289,20,31349756,31349778,0.000726,27544278
2001,12,131356921,131356943,20,31349756,31349778,0.000726,131356932
2002,4,76810481,76810503,20,31349756,31349778,0.000726,76810492
2003,16,67742843,67742865,20,31349756,31349778,0.000726,67742854
2004,1,223935777,223935799,20,31349756,31349778,0.000708,223935788
2005,11,45127128,45127150,20,31349756,31349778,0.000708,45127139
2006,4,29237959,29237981,20,31349756,31349778,0.000708,29237970
2007,5,61845440,61845462,20,31349756,31349778,0.000708,61845451
2008,5,94619621,94619643,20,31349756,31349778,0.000708,94619632
2009,3,52321867,52321889,20,31349756,31349778,0.000708,52321878
2010,1,109389646,109389668,20,31349756,31349778,0.00069,109389657
2011,19,2474637,2474659,20,31349756,31349778,0.00069,2474648
2012,4,24979712,24979734,20,31349756,31349778,0.00069,24979723
2013,5,135424198,135424220,20,31349756,31349778,0.00069,135424209
2014,16,27614859,27614881,20,31349756,31349778,0.00069,27614870
2015,1,2933837,2933859,20,31349756,31349778,0.000671,2933848
2016,1,177357578,177357600,20,31349756,31349778,0.000671,177357589
2017,13,28594769,28594791,20,31349756,31349778,0.000671,28594780
2018,15,57918404,57918426,20,31349756,31349778,0.000671,57918415
2019,19,12303302,12303324,20,31349756,31349778,0.000671,12303313
2020,19,13146915,13146937,20,31349756,31349778,0.000671,13146926
2021,19,39007942,39007964,20,31349756,31349778,0.000671,39007953
2022,19,46963625,46963647,20,31349756,31349778,0.000671,46963636
2023,20,3649047,3649069,20,31349756,31349778,0.000671,3649058
2024,8,144999458,144999480,20,31349756,31349778,0.000671,144999469
2025,7,46251102,46251124,20,31349756,31349778,0.000671,46251113
2026,3,66705558,66705580,20,31349756,31349778,0.000671,66705569
2027,12,55427936,55427958,20,31349756,31349778,0.000653,55427947
2028,17,48065213,48065235,20,31349756,31349778,0.000653,48065224
2029,4,7589495,7589517,20,31349756,31349778,0.000653,7589506
2030,6,107307744,107307766,20,31349756,31349778,0.000653,107307755
2031,23,17397410,17397432,20,31349756,31349778,0.000653,17397421
2032,7,79862854,79862876,20,31349756,31349778,0.000653,79862865
2033,3,45640178,45640200,20,31349756,31349778,0.000653,45640189
2034,3,194092261,194092283,20,31349756,31349778,0.000653,194092272
2035,19,42853870,42853892,20,31349756,31349778,0.000635,42853881
2036,20,56668011,56668033,20,31349756,31349778,0.000635,56668022
2037,6,48256703,48256725,20,31349756,31349778,0.000635,48256714
2038,18,60646589,60646611,20,31349756,31349778,0.000635,60646600
2039,7,156737774,156737796,20,31349756,31349778,0.000635,156737785
2040,11,20409024,20409046,20,31349756,31349778,0.000617,20409035
2041,11,98538596,98538618,20,31349756,31349778,0.000617,98538607
2042,5,176022851,176022873,20,31349756,31349778,0.000617,176022862
2043,1,55987005,55987027,20,31349756,31349778,0.000599,55987016
2044,11,69945725,69945747,20,31349756,31349778,0.000599,69945736
2045,22,50883874,50883896,20,31349756,31349778,0.000599,50883885
2046,6,167276287,167276309,20,31349756,31349778,0.000599,167276298
2047,9,128761640,128761662,20,31349756,31349778,0.000599,128761651
2048,1,79414184,79414206,20,31349756,31349778,0.000581,79414195
2049,10,33424234,33424256,20,31349756,31349778,0.000581,33424245
2050,10,73195646,73195668,20,31349756,31349778,0.000581,73195657
2051,13,50971135,50971157,20,31349756,31349778,0.000581,50971146
2052,17,18907370,18907392,20,31349756,31349778,0.000581,18907381
2053,19,10333304,10333326,20,31349756,31349778,0.000581,10333315
2054,2,192331708,192331730,20,31349756,31349778,0.000581,192331719
2055,22,39577463,39577485,20,31349756,31349778,0.000581,39577474
2056,22,47306902,47306924,20,31349756,31349778,0.000581,47306913
2057,5,9467822,9467844,20,31349756,31349778,0.000581,9467833
2058,6,141817840,141817862,20,31349756,31349778,0.000581,141817851
2059,8,92274359,92274381,20,31349756,31349778,0.000581,92274370
2060,5,11339503,11339525,20,31349756,31349778,0.000563,11339514
2061,6,41374168,41374190,20,31349756,31349778,0.000563,41374179
2062,9,139242519,139242541,20,31349756,31349778,0.000563,139242530
2063,7,97833548,97833570,20,31349756,31349778,0.000563,97833559
2064,21,15432820,15432842,20,31349756,31349778,0.000563,15432831
2065,10,1201906,1201928,20,31349756,31349778,0.000544,1201917
2066,13,46912263,46912285,20,31349756,31349778,0.000544,46912274
2067,2,112662577,112662599,20,31349756,31349778,0.000544,112662588
2068,20,3012959,3012981,20,31349756,31349778,0.000544,3012970
2069,4,6094145,6094167,20,31349756,31349778,0.000544,6094156
2070,5,30303895,30303917,20,31349756,31349778,0.000544,30303906
2071,5,169921295,169921317,20,31349756,31349778,0.000544,169921306
2072,6,168073273,168073295,20,31349756,31349778,0.000544,168073284
2073,8,109984581,109984603,20,31349756,31349778,0.000544,109984592
2074,9,140813064,140813086,20,31349756,31349778,0.000544,140813075
2075,1,45045914,45045936,20,31349756,31349778,0.000526,45045925
2076,1,209762723,209762745,20,31349756,31349778,0.000526,209762734
2077,1,221959727,221959749,20,31349756,31349778,0.000526,221959738
2078,11,22071821,22071843,20,31349756,31349778,0.000526,22071832
2079,11,82237852,82237874,20,31349756,31349778,0.000526,82237863
2080,12,48045640,48045662,20,31349756,31349778,0.000526,48045651
2081,12,52515313,52515335,20,31349756,31349778,0.000526,52515324
2082,5,139284041,139284063,20,31349756,31349778,0.000526,139284052
2083,8,143562669,143562691,20,31349756,31349778,0.000526,143562680
2084,3,52035826,52035848,20,31349756,31349778,0.000526,52035837
2085,1,229619176,229619198,20,31349756,31349778,0.000508,229619187
2086,10,96455675,96455697,20,31349756,31349778,0.000508,96455686
2087,17,17432984,17433006,20,31349756,31349778,0.000508,17432995
2088,17,40941088,40941110,20,31349756,31349778,0.000508,40941099
2089,22,38036428,38036450,20,31349756,31349778,0.000508,38036439
2090,8,145730105,145730127,20,31349756,31349778,0.000508,145730116
2091,9,35266408,35266430,20,31349756,31349778,0.000508,35266419
2092,7,39720372,39720394,20,31349756,31349778,0.000508,39720383
2093,7,49827224,49827246,20,31349756,31349778,0.000508,49827235
2094,1,150530472,150530494,20,31349756,31349778,0.00049,150530483
2095,15,26469974,26469996,20,31349756,31349778,0.00049,26469985
2096,19,720071,720093,20,31349756,31349778,0.00049,720082
2097,4,145074766,145074788,20,31349756,31349778,0.00049,145074777
2098,6,151886071,151886093,20,31349756,31349778,0.00049,151886082
2099,18,77166827,77166849,20,31349756,31349778,0.00049,77166838
2100,3,3841621,3841643,20,31349756,31349778,0.00049,3841632
2101,1,890617,890639,20,31349756,31349778,0.000472,890628
2102,10,119468779,119468801,20,31349756,31349778,0.000472,119468790
2103,15,77389026,77389048,20,31349756,31349778,0.000472,77389037
2104,17,56033005,56033027,20,31349756,31349778,0.000472,56033016
2105,17,78332921,78332943,20,31349756,31349778,0.000472,78332932
2106,19,6346731,6346753,20,31349756,31349778,0.000472,6346742
2107,19,15302530,15302552,20,31349756,31349778,0.000472,15302541
2108,19,35066598,35066620,20,31349756,31349778,0.000472,35066609
2109,19,41018637,41018659,20,31349756,31349778,0.000472,41018648
2110,6,79622263,79622285,20,31349756,31349778,0.000472,79622274
2111,23,55507913,55507935,20,31349756,31349778,0.000472,55507924
2112,16,88990431,88990453,20,31349756,31349778,0.000472,88990442
2113,21,46739484,46739507,20,31349756,31349778,0.000472,46739495.5
2114,1,154960023,154960045,20,31349756,31349778,0.000454,154960034
2115,13,46938619,46938641,20,31349756,31349778,0.000454,46938630
2116,13,85096588,85096610,20,31349756,31349778,0.000454,85096599
2117,13,94303922,94303944,20,31349756,31349778,0.000454,94303933
2118,19,33778190,33778212,20,31349756,31349778,0.000454,33778201
2119,20,37467477,37467499,20,31349756,31349778,0.000454,37467488
2120,6,16217471,16217493,20,31349756,31349778,0.000454,16217482
2121,8,122966951,122966973,20,31349756,31349778,0.000454,122966962
2122,23,16965382,16965404,20,31349756,31349778,0.000454,16965393
2123,16,10322919,10322941,20,31349756,31349778,0.000454,10322930
2124,16,87521101,87521123,20,31349756,31349778,0.000454,87521112
2125,10,61823556,61823578,20,31349756,31349778,0.000435,61823567
2126,10,95718996,95719018,20,31349756,31349778,0.000435,95719007
2127,2,98637976,98637998,20,31349756,31349778,0.000435,98637987
2128,5,178792392,178792414,20,31349756,31349778,0.000435,178792403
2129,6,66259002,66259024,20,31349756,31349778,0.000435,66259013
2130,6,139048080,139048102,20,31349756,31349778,0.000435,139048091
2131,3,45607066,45607088,20,31349756,31349778,0.000435,45607077
2132,10,30378062,30378084,20,31349756,31349778,0.000417,30378073
2133,11,2913378,2913400,20,31349756,31349778,0.000417,2913389
2134,19,8802468,8802490,20,31349756,31349778,0.000417,8802479
2135,19,39756268,39756290,20,31349756,31349778,0.000417,39756279
2136,20,61043551,61043573,20,31349756,31349778,0.000417,61043562
2137,22,23435639,23435661,20,31349756,31349778,0.000417,23435650
2138,22,48220750,48220772,20,31349756,31349778,0.000417,48220761
2139,5,10999944,10999966,20,31349756,31349778,0.000417,10999955
2140,6,12012824,12012846,20,31349756,31349778,0.000417,12012835
2141,16,5886187,5886209,20,31349756,31349778,0.000417,5886198
2142,1,7647223,7647245,20,31349756,31349778,0.000399,7647234
2143,10,99518364,99518386,20,31349756,31349778,0.000399,99518375
2144,11,35441147,35441169,20,31349756,31349778,0.000399,35441158
2145,17,75262601,75262624,20,31349756,31349778,0.000399,75262612.5
2146,19,39602166,39602188,20,31349756,31349778,0.000399,39602177
2147,2,100572376,100572398,20,31349756,31349778,0.000399,100572387
2148,20,62076625,62076647,20,31349756,31349778,0.000399,62076636
2149,5,137494417,137494439,20,31349756,31349778,0.000399,137494428
2150,9,111305497,111305519,20,31349756,31349778,0.000399,111305508
2151,9,119410794,119410816,20,31349756,31349778,0.000399,119410805
2152,9,132140766,132140788,20,31349756,31349778,0.000399,132140777
2153,16,79365651,79365673,20,31349756,31349778,0.000399,79365662
2154,18,51757525,51757547,20,31349756,31349778,0.000399,51757536
2155,1,43752495,43752517,20,31349756,31349778,0.000381,43752506
2156,1,157731116,157731138,20,31349756,31349778,0.000381,157731127
2157,1,211586421,211586443,20,31349756,31349778,0.000381,211586432
2158,10,81196241,81196263,20,31349756,31349778,0.000381,81196252
2159,11,69920830,69920852,20,31349756,31349778,0.000381,69920841
2160,12,21742953,21742975,20,31349756,31349778,0.000381,21742964
2161,17,7891652,7891674,20,31349756,31349778,0.000381,7891663
2162,2,203102985,203103007,20,31349756,31349778,0.000381,203102996
2163,2,238065092,238065114,20,31349756,31349778,0.000381,238065103
2164,20,306500,306522,20,31349756,31349778,0.000381,306511
2165,9,117444100,117444122,20,31349756,31349778,0.000381,117444111
2166,9,137581010,137581032,20,31349756,31349778,0.000381,137581021
2167,23,131330229,131330251,20,31349756,31349778,0.000381,131330240
2168,7,45614298,45614320,20,31349756,31349778,0.000381,45614309
2169,3,165367054,165367076,20,31349756,31349778,0.000381,165367065
2170,1,237843576,237843598,20,31349756,31349778,0.000363,237843587
2171,13,93721601,93721623,20,31349756,31349778,0.000363,93721612
2172,2,123289526,123289548,20,31349756,31349778,0.000363,123289537
2173,2,238609439,238609461,20,31349756,31349778,0.000363,238609450
2174,4,10513144,10513166,20,31349756,31349778,0.000363,10513155
2175,8,69053588,69053610,20,31349756,31349778,0.000363,69053599
2176,8,139356242,139356264,20,31349756,31349778,0.000363,139356253
2177,8,139751491,139751513,20,31349756,31349778,0.000363,139751502
2178,16,67572091,67572113,20,31349756,31349778,0.000363,67572102
2179,1,55247856,55247878,20,31349756,31349778,0.000345,55247867
2180,1,160016379,160016401,20,31349756,31349778,0.000345,160016390
2181,12,14133723,14133745,20,31349756,31349778,0.000345,14133734
2182,12,125636119,125636141,20,31349756,31349778,0.000345,125636130
2183,14,74225216,74225238,20,31349756,31349778,0.000345,74225227
2184,17,63533722,63533744,20,31349756,31349778,0.000345,63533733
2185,17,74005985,74006007,20,31349756,31349778,0.000345,74005996
2186,19,31211024,31211046,20,31349756,31349778,0.000345,31211035
2187,2,43058537,43058559,20,31349756,31349778,0.000345,43058548
2188,5,1133998,1134020,20,31349756,31349778,0.000345,1134009
2189,6,159828126,159828148,20,31349756,31349778,0.000345,159828137
2190,16,60216294,60216316,20,31349756,31349778,0.000345,60216305
2191,3,86732406,86732428,20,31349756,31349778,0.000345,86732417
2192,10,130743783,130743805,20,31349756,31349778,0.000327,130743794
2193,14,22085690,22085712,20,31349756,31349778,0.000327,22085701
2194,19,35745474,35745496,20,31349756,31349778,0.000327,35745485
2195,2,96826797,96826819,20,31349756,31349778,0.000327,96826808
2196,4,40251684,40251706,20,31349756,31349778,0.000327,40251695
2197,4,133028129,133028151,20,31349756,31349778,0.000327,133028140
2198,8,143558565,143558588,20,31349756,31349778,0.000327,143558576.5
2199,9,136388437,136388459,20,31349756,31349778,0.000327,136388448
2200,7,4854509,4854531,20,31349756,31349778,0.000327,4854520
2201,7,122990432,122990454,20,31349756,31349778,0.000327,122990443
2202,1,19998394,19998416,20,31349756,31349778,0.000308,19998405
2203,15,26125531,26125553,20,31349756,31349778,0.000308,26125542
2204,17,7842815,7842837,20,31349756,31349778,0.000308,7842826
2205,17,16970922,16970944,20,31349756,31349778,0.000308,16970933
2206,2,71786034,71786056,20,31349756,31349778,0.000308,71786045
2207,20,4765560,4765582,20,31349756,31349778,0.000308,4765571
2208,4,4852718,4852740,20,31349756,31349778,0.000308,4852729
2209,5,149926494,149926516,20,31349756,31349778,0.000308,149926505
2210,5,151635081,151635103,20,31349756,31349778,0.000308,151635092
2211,6,170479950,170479972,20,31349756,31349778,0.000308,170479961
2212,8,33491294,33491316,20,31349756,31349778,0.000308,33491305
2213,23,75673809,75673831,20,31349756,31349778,0.000308,75673820
2214,16,27738137,27738159,20,31349756,31349778,0.000308,27738148
2215,16,73342290,73342312,20,31349756,31349778,0.000308,73342301
2216,7,12151499,12151521,20,31349756,31349778,0.000308,12151510
2217,7,82219963,82219985,20,31349756,31349778,0.000308,82219974
2218,7,135002217,135002239,20,31349756,31349778,0.000308,135002228
2219,7,139355040,139355062,20,31349756,31349778,0.000308,139355051
2220,21,43256514,43256536,20,31349756,31349778,0.000308,43256525
2221,11,71254224,71254246,20,31349756,31349778,0.00029,71254235
2222,12,120718039,120718061,20,31349756,31349778,0.00029,120718050
2223,13,48891648,48891670,20,31349756,31349778,0.00029,48891659
2224,14,49708099,49708121,20,31349756,31349778,0.00029,49708110
2225,14,65413678,65413700,20,31349756,31349778,0.00029,65413689
2226,14,105445400,105445422,20,31349756,31349778,0.00029,105445411
2227,20,44661075,44661097,20,31349756,31349778,0.00029,44661086
2228,22,32862432,32862454,20,31349756,31349778,0.00029,32862443
2229,8,27064143,27064165,20,31349756,31349778,0.00029,27064154
2230,23,149513979,149514001,20,31349756,31349778,0.00029,149513990
2231,23,152953147,152953169,20,31349756,31349778,0.00029,152953158
2232,16,5289986,5290008,20,31349756,31349778,0.00029,5289997
2233,7,73993546,73993568,20,31349756,31349778,0.00029,73993557
2234,7,121805498,121805520,20,31349756,31349778,0.00029,121805509
2235,3,7810318,7810340,20,31349756,31349778,0.00029,7810329
2236,3,50283758,50283780,20,31349756,31349778,0.00029,50283769
2237,3,150900383,150900405,20,31349756,31349778,0.00029,150900394
2238,3,194581743,194581765,20,31349756,31349778,0.00029,194581754
2239,1,41745726,41745748,20,31349756,31349778,0.000272,41745737
2240,1,177851043,177851065,20,31349756,31349778,0.000272,177851054
2241,10,43679049,43679071,20,31349756,31349778,0.000272,43679060
2242,10,132284197,132284219,20,31349756,31349778,0.000272,132284208
2243,12,53626749,53626771,20,31349756,31349778,0.000272,53626760
2244,12,106977608,106977630,20,31349756,31349778,0.000272,106977619
2245,12,118037873,118037895,20,31349756,31349778,0.000272,118037884
2246,15,87613238,87613260,20,31349756,31349778,0.000272,87613249
2247,17,52028030,52028052,20,31349756,31349778,0.000272,52028041
2248,17,72251116,72251138,20,31349756,31349778,0.000272,72251127
2249,19,10230652,10230674,20,31349756,31349778,0.000272,10230663
2250,19,34996082,34996104,20,31349756,31349778,0.000272,34996093
2251,2,74597817,74597839,20,31349756,31349778,0.000272,74597828
2252,2,121448468,121448491,20,31349756,31349778,0.000272,121448479.5
2253,22,42557412,42557434,20,31349756,31349778,0.000272,42557423
2254,8,22785813,22785835,20,31349756,31349778,0.000272,22785824
2255,9,127231199,127231221,20,31349756,31349778,0.000272,127231210
2256,16,56031901,56031923,20,31349756,31349778,0.000272,56031912
2257,18,71226168,71226190,20,31349756,31349778,0.000272,71226179
2258,7,130010793,130010815,20,31349756,31349778,0.000272,130010804
2259,3,39473835,39473857,20,31349756,31349778,0.000272,39473846
2260,3,142741799,142741821,20,31349756,31349778,0.000272,142741810
2261,3,182999840,182999862,20,31349756,31349778,0.000272,182999851
2262,3,193847793,193847815,20,31349756,31349778,0.000272,193847804
2263,1,32157414,32157436,20,31349756,31349778,0.000254,32157425
2264,1,48974410,48974432,20,31349756,31349778,0.000254,48974421
2265,1,200606668,200606690,20,31349756,31349778,0.000254,200606679
2266,10,27700475,27700497,20,31349756,31349778,0.000254,27700486
2267,11,64082681,64082703,20,31349756,31349778,0.000254,64082692
2268,11,64481824,64481846,20,31349756,31349778,0.000254,64481835
2269,5,64425547,64425569,20,31349756,31349778,0.000254,64425558
2270,5,150004454,150004476,20,31349756,31349778,0.000254,150004465
2271,8,5507867,5507889,20,31349756,31349778,0.000254,5507878
2272,8,42166352,42166374,20,31349756,31349778,0.000254,42166363
2273,8,142736523,142736545,20,31349756,31349778,0.000254,142736534
2274,9,100473842,100473864,20,31349756,31349778,0.000254,100473853
2275,9,136016314,136016336,20,31349756,31349778,0.000254,136016325
2276,23,129803986,129804008,20,31349756,31349778,0.000254,129803997
2277,18,47257435,47257457,20,31349756,31349778,0.000254,47257446
2278,3,59499530,59499552,20,31349756,31349778,0.000254,59499541
2279,3,195728469,195728491,20,31349756,31349778,0.000254,195728480
2280,1,156049763,156049785,20,31349756,31349778,0.000236,156049774
2281,1,185979190,185979212,20,31349756,31349778,0.000236,185979201
2282,11,117170400,117170422,20,31349756,31349778,0.000236,117170411
2283,13,27825350,27825372,20,31349756,31349778,0.000236,27825361
2284,14,74923365,74923387,20,31349756,31349778,0.000236,74923376
2285,14,75895341,75895363,20,31349756,31349778,0.000236,75895352
2286,17,43299375,43299397,20,31349756,31349778,0.000236,43299386
2287,19,56197812,56197834,20,31349756,31349778,0.000236,56197823
2288,2,10243416,10243438,20,31349756,31349778,0.000236,10243427
2289,22,37140903,37140925,20,31349756,31349778,0.000236,37140914
2290,4,189605052,189605074,20,31349756,31349778,0.000236,189605063
2291,5,66255223,66255245,20,31349756,31349778,0.000236,66255234
2292,6,161071869,161071891,20,31349756,31349778,0.000236,161071880
2293,8,10553232,10553254,20,31349756,31349778,0.000236,10553243
2294,8,124705142,124705164,20,31349756,31349778,0.000236,124705153
2295,9,134595802,134595824,20,31349756,31349778,0.000236,134595813
2296,7,95193026,95193048,20,31349756,31349778,0.000236,95193037
2297,1,151238506,151238528,20,31349756,31349778,0.000218,151238517
2298,1,183596707,183596730,20,31349756,31349778,0.000218,183596718.5
2299,10,69644698,69644720,20,31349756,31349778,0.000218,69644709
2300,10,102586196,102586218,20,31349756,31349778,0.000218,102586207
2301,11,92355069,92355091,20,31349756,31349778,0.000218,92355080
2302,12,54349523,54349545,20,31349756,31349778,0.000218,54349534
2303,19,51586198,51586220,20,31349756,31349778,0.000218,51586209
2304,2,11729066,11729088,20,31349756,31349778,0.000218,11729077
2305,20,33586868,33586890,20,31349756,31349778,0.000218,33586879
2306,4,29594183,29594205,20,31349756,31349778,0.000218,29594194
2307,4,82205902,82205924,20,31349756,31349778,0.000218,82205913
2308,4,189307739,189307761,20,31349756,31349778,0.000218,189307750
2309,6,134318636,134318658,20,31349756,31349778,0.000218,134318647
2310,8,33080907,33080929,20,31349756,31349778,0.000218,33080918
2311,9,11158256,11158278,20,31349756,31349778,0.000218,11158267
2312,9,133050533,133050555,20,31349756,31349778,0.000218,133050544
2313,16,89500227,89500249,20,31349756,31349778,0.000218,89500238
2314,1,232460486,232460508,20,31349756,31349778,0.0002,232460497
2315,10,120832252,120832274,20,31349756,31349778,0.0002,120832263
2316,11,66080606,66080628,20,31349756,31349778,0.0002,66080617
2317,13,70136720,70136742,20,31349756,31349778,0.0002,70136731
2318,13,114886669,114886691,20,31349756,31349778,0.0002,114886680
2319,14,104942445,104942467,20,31349756,31349778,0.0002,104942456
2320,15,101733752,101733774,20,31349756,31349778,0.0002,101733763
2321,17,2283102,2283124,20,31349756,31349778,0.0002,2283113
2322,2,3683759,3683781,20,31349756,31349778,0.0002,3683770
2323,2,241433657,241433679,20,31349756,31349778,0.0002,241433668
2324,5,70772229,70772251,20,31349756,31349778,0.0002,70772240
2325,5,134785479,134785501,20,31349756,31349778,0.0002,134785490
2326,5,175305996,175306018,20,31349756,31349778,0.0002,175306007
2327,6,10416015,10416037,20,31349756,31349778,0.0002,10416026
2328,6,87431009,87431031,20,31349756,31349778,0.0002,87431020
2329,8,2481135,2481156,20,31349756,31349778,0.0002,2481145.5
2330,23,85114054,85114076,20,31349756,31349778,0.0002,85114065
2331,16,11098168,11098190,20,31349756,31349778,0.0002,11098179
2332,16,57550240,57550262,20,31349756,31349778,0.0002,57550251
2333,7,150786440,150786462,20,31349756,31349778,0.0002,150786451
2334,3,126749452,126749474,20,31349756,31349778,0.0002,126749463
2335,1,25257833,25257855,20,31349756,31349778,0.000181,25257844
